order_id,customer_id,restaurant_name,cuisine_category,city,order_value_inr,order_time,delivered_time,status,cancellation_reason,rating,delivery_person_id,delivery_distance_km,delivery_duration_mins,is_on_time
ORDR_113509,CUST_2335,Subway Corner,Fast Food,Bangalore,262,2025-06-01 19:14:58,2025-06-01 20:19:58,Delivered,,1.0,DELV_141,7.9,65.0,False
ORDR_120042,CUST_3996,Pizza Hut,Fast Food,Delhi,309,2025-06-01 19:18:13,,Cancelled,Customer cancelled,,,2.5,,False
ORDR_111112,CUST_3996,Corner House,Desserts,Delhi,204,2025-06-01 19:26:38,,Cancelled,Delayed delivery cancel,,,4.6,,False
ORDR_110075,CUST_3656,Sagar Ratna,South Indian,Chennai,255,2025-06-01 19:40:12,,Cancelled,Delayed delivery cancel,,,1.2,,False
ORDR_114911,CUST_1577,Chinatown,Chinese,Bangalore,417,2025-06-01 19:46:01,2025-06-01 20:44:01,Delivered,,,DELV_141,2.7,58.0,False
ORDR_100279,CUST_1577,Tandoori Nights,North Indian,Bangalore,269,2025-06-01 19:46:02,2025-06-01 20:33:02,Delivered,,1.0,DELV_351,1.1,47.0,False
ORDR_100031,CUST_1577,Idli Factory,South Indian,Bangalore,120,2025-06-01 19:48:42,2025-06-01 20:31:42,Delivered,,,DELV_395,1.3,43.0,False
ORDR_115741,CUST_2762,Shanti Dhaba,North Indian,Delhi,265,2025-06-01 20:02:43,2025-06-01 20:33:43,Delivered,,4.0,DELV_180,1.9,31.0,True
ORDR_112524,CUST_3278,Biryani Blues,Biryani,Hyderabad,388,2025-06-01 20:06:14,2025-06-01 20:54:14,Delivered,,4.0,DELV_245,4.4,48.0,False
ORDR_100334,CUST_2678,Moti Mahal,North Indian,Pune,164,2025-06-01 20:07:01,2025-06-01 20:35:01,Delivered,,5.0,DELV_388,1.4,28.0,True
ORDR_108630,CUST_1577,Idli Factory,South Indian,Bangalore,256,2025-06-01 20:12:01,2025-06-01 21:04:01,Delivered,,,DELV_351,3.8,52.0,False
ORDR_122147,CUST_2335,Waffle Lust,Fast Food,Bangalore,210,2025-06-01 20:24:28,2025-06-01 21:19:28,Delivered,,1.0,DELV_141,6.8,55.0,False
ORDR_119632,CUST_2335,Idli Factory,South Indian,Bangalore,173,2025-06-01 20:30:08,2025-06-01 21:42:08,Delivered,,5.0,DELV_354,7.2,72.0,False
ORDR_116595,CUST_1577,Burger Singh,Fast Food,Bangalore,310,2025-06-01 20:32:34,2025-06-01 21:25:34,Delivered,,3.0,DELV_122,2.2,53.0,False
ORDR_109355,CUST_1577,Dakshin Delight,South Indian,Bangalore,192,2025-06-01 20:34:07,2025-06-01 21:32:07,Delivered,,1.0,DELV_308,3.5,58.0,False
ORDR_118757,CUST_1063,Baskin Robbins,Desserts,Bangalore,455,2025-06-01 20:36:26,2025-06-01 21:33:26,Delivered,,1.0,DELV_156,4.8,57.0,False
ORDR_120074,CUST_1430,Moti Mahal,North Indian,Bangalore,394,2025-06-01 21:01:18,2025-06-01 21:43:18,Delivered,,3.0,DELV_390,2.0,42.0,False
ORDR_100728,CUST_2240,Pind Balluchi,North Indian,Hyderabad,509,2025-06-01 21:06:04,2025-06-01 21:58:04,Delivered,,5.0,DELV_245,6.7,52.0,False
ORDR_116909,CUST_1577,Mainland China,Chinese,Bangalore,416,2025-06-01 21:25:51,2025-06-01 22:18:51,Delivered,,3.0,DELV_111,3.0,53.0,False
ORDR_116680,CUST_2335,Mainland China,Chinese,Bangalore,281,2025-06-01 21:25:59,2025-06-01 22:12:59,Delivered,,4.0,DELV_308,5.0,47.0,False
ORDR_104526,CUST_1577,Moti Mahal,North Indian,Bangalore,470,2025-06-01 21:30:58,2025-06-01 22:58:58,Delivered,,1.0,DELV_354,10.9,88.0,False
ORDR_100133,CUST_3656,Idli Factory,South Indian,Chennai,250,2025-06-01 21:52:05,2025-06-01 22:33:05,Delivered,,4.0,DELV_336,1.7,41.0,False
ORDR_115907,CUST_1577,Mehfil,Biryani,Bangalore,368,2025-06-01 21:52:56,2025-06-01 22:37:56,Delivered,,5.0,DELV_122,2.4,45.0,False
ORDR_113026,CUST_1577,The Noodle Theory,Chinese,Bangalore,408,2025-06-01 21:53:10,2025-06-01 22:43:10,Delivered,,3.0,DELV_141,2.2,50.0,False
ORDR_100806,CUST_2115,Paradise Biryani,Biryani,Hyderabad,265,2025-06-01 22:03:42,2025-06-01 22:50:42,Delivered,,4.0,DELV_175,3.8,47.0,False
ORDR_115205,CUST_3278,Mainland China,Chinese,Hyderabad,277,2025-06-01 22:20:17,2025-06-01 23:08:17,Delivered,,1.0,DELV_216,4.7,48.0,False
ORDR_117614,CUST_1203,Subway Corner,Fast Food,Mumbai,247,2025-06-01 22:35:18,2025-06-01 23:31:18,Delivered,,,DELV_327,4.4,56.0,False
ORDR_116846,CUST_3278,Dakshin Delight,South Indian,Hyderabad,326,2025-06-01 22:44:04,,Cancelled,Restaurant rejected,,,3.7,,False
ORDR_116057,CUST_1577,Biryani Blues,Biryani,Bangalore,329,2025-06-01 22:55:57,2025-06-02 00:35:57,Delivered,,1.0,DELV_390,14.2,100.0,False
ORDR_121632,CUST_3278,Charminar Bites,Biryani,Hyderabad,350,2025-06-01 23:42:22,2025-06-02 00:31:22,Delivered,,3.0,DELV_374,6.8,49.0,False
ORDR_107008,CUST_2239,The Noodle Theory,Chinese,Delhi,331,2025-06-02 00:02:39,2025-06-02 00:34:39,Delivered,,,DELV_340,1.3,32.0,True
ORDR_105240,CUST_3656,Biryani Blues,Biryani,Chennai,268,2025-06-02 02:57:13,2025-06-02 03:29:13,Delivered,,4.0,DELV_256,3.2,32.0,True
ORDR_115285,CUST_3656,Dakshin Delight,South Indian,Chennai,207,2025-06-02 08:05:00,2025-06-02 08:40:00,Delivered,,,DELV_103,3.7,35.0,True
ORDR_114842,CUST_3278,Mehfil,Biryani,Hyderabad,460,2025-06-02 08:51:53,2025-06-02 09:29:53,Delivered,,3.0,DELV_361,5.2,38.0,True
ORDR_106472,CUST_2335,Dakshin Delight,South Indian,Bangalore,182,2025-06-02 08:56:01,2025-06-02 09:58:01,Delivered,,,DELV_205,9.1,62.0,False
ORDR_115936,CUST_3656,KFC,Fast Food,Chennai,492,2025-06-02 10:24:54,2025-06-02 10:58:54,Delivered,,5.0,DELV_380,1.7,34.0,True
ORDR_121299,CUST_1577,Pind Balluchi,North Indian,Bangalore,386,2025-06-02 11:00:18,2025-06-02 11:38:18,Delivered,,,DELV_111,3.7,38.0,True
ORDR_105476,CUST_1577,Saravana Bhavan,South Indian,Bangalore,367,2025-06-02 11:07:00,2025-06-02 12:00:00,Delivered,,,DELV_154,5.6,53.0,False
ORDR_114496,CUST_1577,The Noodle Theory,Chinese,Bangalore,219,2025-06-02 11:10:00,2025-06-02 11:53:00,Delivered,,,DELV_172,4.8,43.0,False
ORDR_110751,CUST_3656,Tandoori Nights,North Indian,Chennai,446,2025-06-02 11:11:51,2025-06-02 11:39:51,Delivered,,5.0,DELV_125,1.5,28.0,True
ORDR_120886,CUST_3041,Dakshin Delight,South Indian,Chennai,267,2025-06-02 11:18:43,2025-06-02 12:08:43,Delivered,,3.0,DELV_198,5.3,50.0,False
ORDR_118137,CUST_3278,Idli Factory,South Indian,Hyderabad,378,2025-06-02 11:38:24,2025-06-02 12:18:24,Delivered,,,DELV_337,3.7,40.0,True
ORDR_117271,CUST_1577,Sagar Ratna,South Indian,Bangalore,221,2025-06-02 11:52:11,2025-06-02 12:40:11,Delivered,,4.0,DELV_197,7.5,48.0,False
ORDR_101639,CUST_3278,Behrouz Biryani,Biryani,Hyderabad,584,2025-06-02 11:56:39,2025-06-02 12:30:39,Delivered,,,DELV_244,4.0,34.0,True
ORDR_123014,CUST_3656,Idli Factory,South Indian,Chennai,458,2025-06-02 12:00:21,2025-06-02 12:49:21,Delivered,,3.0,DELV_198,3.1,49.0,False
ORDR_116055,CUST_2335,Paradise Biryani,Biryani,Bangalore,420,2025-06-02 12:09:18,2025-06-02 13:06:18,Delivered,,,DELV_130,4.7,57.0,False
ORDR_107534,CUST_1577,Sagar Ratna,South Indian,Bangalore,154,2025-06-02 12:17:59,2025-06-02 13:04:59,Delivered,,,DELV_140,5.9,47.0,False
ORDR_101573,CUST_1415,KFC,Fast Food,Bangalore,669,2025-06-02 12:27:29,2025-06-02 13:22:29,Delivered,,3.0,DELV_130,4.5,55.0,False
ORDR_120099,CUST_4413,Idli Factory,South Indian,Pune,176,2025-06-02 12:43:35,2025-06-02 13:19:35,Delivered,,,DELV_331,3.0,36.0,True
ORDR_119720,CUST_1577,Idli Factory,South Indian,Bangalore,232,2025-06-02 12:48:30,2025-06-02 13:42:30,Delivered,,5.0,DELV_147,1.3,54.0,False
ORDR_105162,CUST_2762,Natural Ice Cream,Desserts,Delhi,120,2025-06-02 13:14:53,2025-06-02 13:47:53,Delivered,,5.0,DELV_368,2.5,33.0,True
ORDR_110779,CUST_3278,Sweet Truth,Desserts,Hyderabad,421,2025-06-02 13:40:03,2025-06-02 14:43:03,Delivered,,1.0,DELV_281,10.1,63.0,False
ORDR_117417,CUST_2762,Tandoori Nights,North Indian,Delhi,321,2025-06-02 13:40:29,2025-06-02 14:42:29,Delivered,,2.0,DELV_225,8.0,62.0,False
ORDR_113663,CUST_2335,Sagar Ratna,South Indian,Bangalore,442,2025-06-02 13:41:37,,Cancelled,Customer cancelled,,,1.7,,False
ORDR_101614,CUST_3278,Biryani Blues,Biryani,Hyderabad,276,2025-06-02 13:42:16,2025-06-02 14:28:16,Delivered,,,DELV_223,5.9,46.0,False
ORDR_120840,CUST_3656,Waffle Lust,Fast Food,Chennai,439,2025-06-02 14:04:04,2025-06-02 14:54:04,Delivered,,,DELV_213,4.3,50.0,False
ORDR_118525,CUST_2678,Tandoori Nights,North Indian,Pune,336,2025-06-02 14:08:59,2025-06-02 15:11:59,Delivered,,2.0,DELV_173,10.8,63.0,False
ORDR_111385,CUST_3278,Mehfil,Biryani,Hyderabad,418,2025-06-02 14:21:36,2025-06-02 15:12:36,Delivered,,4.0,DELV_361,4.0,51.0,False
ORDR_100838,CUST_3656,Subway Corner,Fast Food,Chennai,539,2025-06-02 14:55:59,2025-06-02 15:31:59,Delivered,,4.0,DELV_389,1.9,36.0,True
ORDR_105909,CUST_1577,KFC,Fast Food,Bangalore,473,2025-06-02 14:56:10,2025-06-02 15:49:10,Delivered,,4.0,DELV_209,2.8,53.0,False
ORDR_123514,CUST_3079,Shanti Dhaba,North Indian,Delhi,499,2025-06-02 16:29:29,2025-06-02 17:17:29,Delivered,,2.0,DELV_285,6.0,48.0,False
ORDR_107490,CUST_3996,Natural Ice Cream,Desserts,Delhi,701,2025-06-02 16:32:41,2025-06-02 17:08:41,Delivered,,,DELV_225,2.6,36.0,True
ORDR_108414,CUST_2762,Moti Mahal,North Indian,Delhi,190,2025-06-02 16:33:07,2025-06-02 17:16:07,Delivered,,2.0,DELV_139,6.3,43.0,False
ORDR_124118,CUST_1577,Paradise Biryani,Biryani,Bangalore,546,2025-06-02 17:23:53,,Cancelled,Delivery partner unavailable,,,1.8,,False
ORDR_114186,CUST_3278,Paradise Biryani,Biryani,Hyderabad,181,2025-06-02 18:06:05,2025-06-02 18:30:05,Delivered,,5.0,DELV_265,1.3,24.0,True
ORDR_103127,CUST_2753,Mehfil,Biryani,Mumbai,540,2025-06-02 18:08:11,2025-06-02 19:01:11,Delivered,,,DELV_359,7.0,53.0,False
ORDR_110889,CUST_2532,Mainland China,Chinese,Delhi,207,2025-06-02 18:14:00,2025-06-02 18:41:00,Delivered,,4.0,DELV_296,2.1,27.0,True
ORDR_124076,CUST_2076,Behrouz Biryani,Biryani,Hyderabad,396,2025-06-02 18:14:37,2025-06-02 18:50:37,Delivered,,5.0,DELV_184,4.8,36.0,True
ORDR_110080,CUST_1577,Shanti Dhaba,North Indian,Bangalore,411,2025-06-02 18:23:57,2025-06-02 19:03:57,Delivered,,3.0,DELV_197,3.0,40.0,True
ORDR_100636,CUST_3278,Mehfil,Biryani,Hyderabad,566,2025-06-02 18:27:41,2025-06-02 18:52:41,Delivered,,,DELV_300,2.6,25.0,True
ORDR_112386,CUST_3278,Paradise Biryani,Biryani,Hyderabad,604,2025-06-02 18:33:56,,Cancelled,Customer cancelled,,,1.3,,False
ORDR_104291,CUST_1577,Subway Corner,Fast Food,Bangalore,466,2025-06-02 18:43:53,2025-06-02 19:53:53,Delivered,,,DELV_371,11.5,70.0,False
ORDR_120006,CUST_3278,Pind Balluchi,North Indian,Hyderabad,169,2025-06-02 18:54:50,2025-06-02 19:24:50,Delivered,,5.0,DELV_312,1.2,30.0,True
ORDR_121965,CUST_3278,Biryani Blues,Biryani,Hyderabad,422,2025-06-02 18:58:19,2025-06-02 19:45:19,Delivered,,3.0,DELV_177,7.2,47.0,False
ORDR_103030,CUST_3656,Saravana Bhavan,South Indian,Chennai,356,2025-06-02 19:00:22,2025-06-02 20:00:22,Delivered,,,DELV_151,6.3,60.0,False
ORDR_118043,CUST_3656,Sagar Ratna,South Indian,Chennai,314,2025-06-02 19:09:11,2025-06-02 19:43:11,Delivered,,5.0,DELV_232,1.7,34.0,True
ORDR_119130,CUST_1989,Pind Balluchi,North Indian,Pune,360,2025-06-02 19:09:41,2025-06-02 19:55:41,Delivered,,,DELV_344,2.8,46.0,False
ORDR_102055,CUST_3996,Saravana Bhavan,South Indian,Delhi,120,2025-06-02 19:35:27,2025-06-02 20:37:27,Delivered,,1.0,DELV_165,6.6,62.0,False
ORDR_115080,CUST_1577,Saravana Bhavan,South Indian,Bangalore,152,2025-06-02 19:39:24,2025-06-02 20:46:24,Delivered,,1.0,DELV_353,4.9,67.0,False
ORDR_117293,CUST_3517,Charminar Bites,Biryani,Hyderabad,120,2025-06-02 19:43:51,2025-06-02 20:42:51,Delivered,,3.0,DELV_132,7.6,59.0,False
ORDR_119584,CUST_3278,Mainland China,Chinese,Hyderabad,722,2025-06-02 19:49:25,2025-06-02 20:27:25,Delivered,,4.0,DELV_381,2.9,38.0,True
ORDR_108089,CUST_1577,Sweet Truth,Desserts,Bangalore,469,2025-06-02 19:54:33,2025-06-02 20:43:33,Delivered,,3.0,DELV_261,1.6,49.0,False
ORDR_106829,CUST_2335,Mainland China,Chinese,Bangalore,553,2025-06-02 19:59:36,2025-06-02 20:40:36,Delivered,,,DELV_172,2.3,41.0,False
ORDR_118930,CUST_3278,Mainland China,Chinese,Hyderabad,169,2025-06-02 20:00:42,2025-06-02 20:48:42,Delivered,,3.0,DELV_383,5.4,48.0,False
ORDR_123668,CUST_2762,Saravana Bhavan,South Indian,Delhi,478,2025-06-02 20:09:05,2025-06-02 20:49:05,Delivered,,4.0,DELV_203,4.2,40.0,True
ORDR_109475,CUST_3564,Saravana Bhavan,South Indian,Hyderabad,277,2025-06-02 20:09:19,2025-06-02 20:59:19,Delivered,,,DELV_312,2.6,50.0,False
ORDR_117519,CUST_2371,The Noodle Theory,Chinese,Bangalore,389,2025-06-02 20:10:53,2025-06-02 20:58:53,Delivered,,4.0,DELV_228,5.0,48.0,False
ORDR_102110,CUST_1577,Pizza Hut,Fast Food,Bangalore,120,2025-06-02 20:20:40,,Cancelled,Customer cancelled,,,6.6,,False
ORDR_111061,CUST_1577,Tandoori Nights,North Indian,Bangalore,503,2025-06-02 20:31:46,2025-06-02 21:34:46,Delivered,,,DELV_395,4.1,63.0,False
ORDR_104113,CUST_3656,Tandoori Nights,North Indian,Chennai,135,2025-06-02 20:45:17,2025-06-02 21:41:17,Delivered,,1.0,DELV_164,9.6,56.0,False
ORDR_109575,CUST_1063,Pind Balluchi,North Indian,Bangalore,430,2025-06-02 20:48:49,2025-06-02 21:39:49,Delivered,,3.0,DELV_205,4.3,51.0,False
ORDR_122029,CUST_3278,Sweet Truth,Desserts,Hyderabad,338,2025-06-02 20:57:08,2025-06-02 21:49:08,Delivered,,3.0,DELV_312,7.3,52.0,False
ORDR_102689,CUST_3278,Charminar Bites,Biryani,Hyderabad,441,2025-06-02 21:08:40,2025-06-02 22:05:40,Delivered,,3.0,DELV_265,4.2,57.0,False
ORDR_112396,CUST_1415,Wok Express,Chinese,Bangalore,423,2025-06-02 21:10:29,,Cancelled,Customer cancelled,,,1.5,,False
ORDR_122304,CUST_3656,Saravana Bhavan,South Indian,Chennai,279,2025-06-02 21:11:58,2025-06-02 21:56:58,Delivered,,4.0,DELV_114,1.4,45.0,False
ORDR_122453,CUST_3996,KFC,Fast Food,Delhi,424,2025-06-02 21:13:51,2025-06-02 21:46:51,Delivered,,4.0,DELV_176,1.1,33.0,True
ORDR_113664,CUST_3656,Dakshin Delight,South Indian,Chennai,288,2025-06-02 21:55:03,2025-06-02 22:36:03,Delivered,,4.0,DELV_336,1.6,41.0,False
ORDR_101456,CUST_3278,Biryani Blues,Biryani,Hyderabad,434,2025-06-02 22:04:12,2025-06-02 22:54:12,Delivered,,3.0,DELV_184,3.5,50.0,False
ORDR_108622,CUST_1415,Mehfil,Biryani,Bangalore,402,2025-06-02 22:10:28,2025-06-02 23:26:28,Delivered,,1.0,DELV_161,12.2,76.0,False
ORDR_100068,CUST_3656,MTR,South Indian,Chennai,261,2025-06-02 22:27:05,2025-06-02 23:16:05,Delivered,,3.0,DELV_364,5.0,49.0,False
ORDR_106994,CUST_1415,Subway Corner,Fast Food,Bangalore,355,2025-06-02 22:39:13,2025-06-02 23:35:13,Delivered,,1.0,DELV_371,1.7,56.0,False
ORDR_108870,CUST_3656,Subway Corner,Fast Food,Chennai,524,2025-06-02 22:39:40,2025-06-02 23:23:40,Delivered,,2.0,DELV_181,1.3,44.0,False
ORDR_120525,CUST_3295,Shanti Dhaba,North Indian,Delhi,354,2025-06-02 22:45:21,2025-06-02 23:13:21,Delivered,,,DELV_165,1.5,28.0,True
ORDR_116609,CUST_3656,MTR,South Indian,Chennai,355,2025-06-02 22:54:49,2025-06-02 23:29:49,Delivered,,,DELV_366,1.2,35.0,True
ORDR_120642,CUST_2564,Dakshin Delight,South Indian,Pune,448,2025-06-03 00:02:11,2025-06-03 01:13:11,Delivered,,,DELV_349,12.6,71.0,False
ORDR_111576,CUST_2335,Charminar Bites,Biryani,Bangalore,157,2025-06-03 00:24:51,2025-06-03 00:55:51,Delivered,,,DELV_306,1.9,31.0,True
ORDR_119078,CUST_1577,Dakshin Delight,South Indian,Bangalore,217,2025-06-03 02:54:05,2025-06-03 03:37:05,Delivered,,2.0,DELV_214,6.1,43.0,False
ORDR_100891,CUST_3278,Waffle Lust,Fast Food,Hyderabad,223,2025-06-03 07:57:58,2025-06-03 08:38:58,Delivered,,,DELV_105,9.1,41.0,False
ORDR_102555,CUST_1577,Baskin Robbins,Desserts,Bangalore,255,2025-06-03 09:09:51,2025-06-03 09:46:51,Delivered,,,DELV_172,3.3,37.0,True
ORDR_105709,CUST_1577,Waffle Lust,Fast Food,Bangalore,456,2025-06-03 09:26:38,2025-06-03 09:52:38,Delivered,,5.0,DELV_240,1.8,26.0,True
ORDR_107421,CUST_2115,Saravana Bhavan,South Indian,Hyderabad,471,2025-06-03 09:30:51,2025-06-03 10:11:51,Delivered,,2.0,DELV_322,4.1,41.0,False
ORDR_119628,CUST_3656,Sagar Ratna,South Indian,Chennai,364,2025-06-03 10:26:22,2025-06-03 11:07:22,Delivered,,2.0,DELV_241,4.1,41.0,False
ORDR_115165,CUST_3996,Mainland China,Chinese,Delhi,170,2025-06-03 10:36:58,,Cancelled,Customer cancelled,,,1.1,,False
ORDR_121530,CUST_2335,Shanti Dhaba,North Indian,Bangalore,332,2025-06-03 10:58:00,2025-06-03 11:37:00,Delivered,,2.0,DELV_209,3.3,39.0,True
ORDR_106243,CUST_1577,Corner House,Desserts,Bangalore,268,2025-06-03 11:33:17,2025-06-03 12:18:17,Delivered,,,DELV_356,5.1,45.0,False
ORDR_114180,CUST_3278,Corner House,Desserts,Hyderabad,120,2025-06-03 11:34:20,2025-06-03 12:44:20,Delivered,,,DELV_312,11.1,70.0,False
ORDR_116205,CUST_3278,Waffle Lust,Fast Food,Hyderabad,428,2025-06-03 11:58:18,2025-06-03 12:25:18,Delivered,,,DELV_375,2.4,27.0,True
ORDR_116484,CUST_1577,Mehfil,Biryani,Bangalore,655,2025-06-03 12:04:26,2025-06-03 13:02:26,Delivered,,,DELV_295,8.3,58.0,False
ORDR_104091,CUST_1063,Waffle Lust,Fast Food,Bangalore,611,2025-06-03 12:08:41,2025-06-03 13:27:41,Delivered,,,DELV_308,10.2,79.0,False
ORDR_102109,CUST_3278,Sagar Ratna,South Indian,Hyderabad,180,2025-06-03 12:22:59,2025-06-03 13:22:59,Delivered,,1.0,DELV_150,8.7,60.0,False
ORDR_124019,CUST_1916,Shanti Dhaba,North Indian,Pune,353,2025-06-03 12:41:58,2025-06-03 13:28:58,Delivered,,,DELV_287,2.3,47.0,False
ORDR_103295,CUST_2371,Mainland China,Chinese,Bangalore,623,2025-06-03 12:54:55,2025-06-03 13:28:55,Delivered,,,DELV_390,1.3,34.0,True
ORDR_113579,CUST_1577,Idli Factory,South Indian,Bangalore,353,2025-06-03 13:22:04,2025-06-03 14:43:04,Delivered,,1.0,DELV_292,8.4,81.0,False
ORDR_121283,CUST_1577,Sagar Ratna,South Indian,Bangalore,361,2025-06-03 13:22:19,2025-06-03 14:05:19,Delivered,,4.0,DELV_209,4.2,43.0,False
ORDR_108442,CUST_3278,Behrouz Biryani,Biryani,Hyderabad,145,2025-06-03 13:59:39,2025-06-03 14:56:39,Delivered,,,DELV_312,6.4,57.0,False
ORDR_100539,CUST_4353,Mainland China,Chinese,Hyderabad,528,2025-06-03 14:16:32,2025-06-03 14:51:32,Delivered,,,DELV_192,2.2,35.0,True
ORDR_116790,CUST_1577,The Belgian Waffle,Desserts,Bangalore,373,2025-06-03 14:32:00,2025-06-03 15:19:00,Delivered,,3.0,DELV_354,3.4,47.0,False
ORDR_119182,CUST_2678,Pizza Hut,Fast Food,Pune,120,2025-06-03 14:37:36,2025-06-03 15:15:36,Delivered,,,DELV_202,2.4,38.0,True
ORDR_104676,CUST_2678,KFC,Fast Food,Pune,508,2025-06-03 14:53:53,2025-06-03 15:41:53,Delivered,,3.0,DELV_229,3.5,48.0,False
ORDR_106520,CUST_1577,Chinatown,Chinese,Bangalore,546,2025-06-03 14:57:26,2025-06-03 15:32:26,Delivered,,4.0,DELV_156,1.1,35.0,True
ORDR_124441,CUST_3656,Saravana Bhavan,South Indian,Chennai,187,2025-06-03 15:36:15,2025-06-03 16:06:15,Delivered,,,DELV_104,4.7,30.0,True
ORDR_110544,CUST_1483,Sagar Ratna,South Indian,Chennai,165,2025-06-03 16:06:58,2025-06-03 16:46:58,Delivered,,5.0,DELV_227,3.0,40.0,True
ORDR_111841,CUST_1577,Dakshin Delight,South Indian,Bangalore,348,2025-06-03 16:13:25,2025-06-03 16:58:25,Delivered,,2.0,DELV_214,6.8,45.0,False
ORDR_118721,CUST_1752,Biryani Blues,Biryani,Chennai,536,2025-06-03 16:44:41,2025-06-03 17:17:41,Delivered,,,DELV_311,3.0,33.0,True
ORDR_121712,CUST_3656,Sagar Ratna,South Indian,Chennai,307,2025-06-03 17:50:34,2025-06-03 18:14:34,Delivered,,4.0,DELV_138,4.0,24.0,True
ORDR_115648,CUST_2335,Idli Factory,South Indian,Bangalore,278,2025-06-03 18:23:13,2025-06-03 19:10:13,Delivered,,4.0,DELV_141,5.9,47.0,False
